filepath,line_number,string_content,category,surrounding_code
lib\features\of_order\data\models\of_order_dto.dart,95,productionCoupe,INTERNAL,return 'productionCoupe';
lib\features\of_order\data\models\of_order_dto.dart,97,productionProd,INTERNAL,return 'productionProd';
lib\features\of_order\data\models\of_order_dto.dart,99,productionTest,INTERNAL,return 'productionTest';
lib\features\of_order\data\models\of_order_dto.dart,101,control,KEYS,return 'control';
lib\features\of_order\data\models\of_order_dto.dart,103,shipment,KEYS,return 'shipment';
lib\features\of_order\data\models\of_order_dto.dart,105,completed,KEYS,return 'completed';
lib\features\of_order\data\models\of_order_dto.dart,107,cancelled,KEYS,return 'cancelled';
lib\features\of_order\data\models\of_order_dto.freezed.dart,6,of_order_dto.dart,UI_VISIBLE,part of 'of_order_dto.dart';
lib\features\of_order\data\models\of_order_dto.freezed.dart,15,It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED],UI_VISIBLE,'It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED]');
lib\features\of_order\data\models\of_order_dto.freezed.dart,71,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\of_order\data\models\of_order_dto.freezed.dart,149,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\of_order\data\models\of_order_dto.freezed.dart,234,"OfOrderDto(id: $id, client: $client, product: $product, quantity: $quantity, status: $status, createdAt: $createdAt, description: $description, updatedAt: $updatedAt)",UI_VISIBLE,"return 'OfOrderDto(id: $id, client: $client, product: $product, quantity: $quantity, status: $status, createdAt: $createdAt, description: $description, updatedAt: $updatedAt)';"
lib\features\of_order\data\models\of_order_dto.freezed.dart,265,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\of_order\data\models\of_order_dto.g.dart,3,of_order_dto.dart,UI_VISIBLE,part of 'of_order_dto.dart';
lib\features\of_order\data\models\of_order_dto.g.dart,11,id,KEYS,"id: json['id'] as String,"
lib\features\of_order\data\models\of_order_dto.g.dart,12,client,KEYS,"client: json['client'] as String,"
lib\features\of_order\data\models\of_order_dto.g.dart,13,product,KEYS,"product: json['product'] as String,"
lib\features\of_order\data\models\of_order_dto.g.dart,14,quantity,KEYS,"quantity: (json['quantity'] as num).toInt(),"
lib\features\of_order\data\models\of_order_dto.g.dart,15,status,KEYS,"status: json['status'] as String,"
lib\features\of_order\data\models\of_order_dto.g.dart,16,createdAt,INTERNAL,"DateTime.parse(json['createdAt'] as String),"
lib\features\of_order\data\models\of_order_dto.g.dart,17,description,KEYS,"description: json['description'] as String?,"
lib\features\of_order\data\models\of_order_dto.g.dart,18,updatedAt,INTERNAL,updatedAt: json['updatedAt'] == null
lib\features\of_order\data\models\of_order_dto.g.dart,20,updatedAt,INTERNAL,"DateTime.parse(json['updatedAt'] as String),"
lib\features\of_order\data\models\of_order_dto.g.dart,25,id,KEYS,"'id': instance.id,"
lib\features\of_order\data\models\of_order_dto.g.dart,26,client,KEYS,"'client': instance.client,"
lib\features\of_order\data\models\of_order_dto.g.dart,27,product,KEYS,"'product': instance.product,"
lib\features\of_order\data\models\of_order_dto.g.dart,28,quantity,KEYS,"'quantity': instance.quantity,"
lib\features\of_order\data\models\of_order_dto.g.dart,29,status,KEYS,"'status': instance.status,"
lib\features\of_order\data\models\of_order_dto.g.dart,30,createdAt,INTERNAL,'createdAt': instance.createdAt
lib\features\of_order\data\models\of_order_dto.g.dart,31,description,KEYS,'description': instance.descripti
lib\features\of_order\data\models\of_order_dto.g.dart,32,updatedAt,INTERNAL,'updatedAt': instance.updatedAt
lib\features\of_order\domain\entities\of_order.dart,3,of_order.freezed.dart,UI_VISIBLE,part 'of_order.freezed.dart';
lib\features\of_order\domain\entities\of_order.freezed.dart,6,of_order.dart,UI_VISIBLE,part of 'of_order.dart';
lib\features\of_order\domain\entities\of_order.freezed.dart,15,It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED],UI_VISIBLE,'It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED]');
lib\features\of_order\domain\entities\of_order.freezed.dart,62,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\of_order\domain\entities\of_order.freezed.dart,139,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\of_order\domain\entities\of_order.freezed.dart,221,"OfOrder(id: $id, client: $client, product: $product, quantity: $quantity, status: $status, createdAt: $createdAt, description: $description, updatedAt: $updatedAt)",UI_VISIBLE,"return 'OfOrder(id: $id, client: $client, product: $product, quantity: $quantity, status: $status, createdAt: $createdAt, description: $description, updatedAt: $updatedAt)';"
lib\features\of_order\domain\entities\of_order.freezed.dart,251,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\of_order\presentation\pages\create_of_order_page.dart,59,Erreur: ${failure.toString()},UI_VISIBLE,"ckBar(content: Text('Erreur: ${failure.toString()}')),"
lib\features\of_order\presentation\pages\create_of_order_page.dart,67,Ordre de production créé avec succès!,UI_VISIBLE,"content: Text('Ordre de production créé avec succès!'),"
lib\features\of_order\presentation\pages\create_of_order_page.dart,78,Erreur inattendue: ${e.toString()},UI_VISIBLE,"ckBar(content: Text('Erreur inattendue: ${e.toString()}')),"
lib\features\of_order\presentation\pages\of_order_list_page.dart,152,dd/MM/yyyy HH:mm,UI_VISIBLE,DateFormat('dd/MM/yyyy HH:mm')
lib\features\of_order\presentation\pages\of_order_list_page.dart,166,dd/MM/yyyy HH:mm,UI_VISIBLE,DateFormat('dd/MM/yyyy HH:mm')
lib\features\of_order\presentation\pages\of_status_update_page.dart,39,Veuillez vous connecter pour effectuer cette action,UI_VISIBLE,ckBar(content: Text('Veuillez vous connecter pour effectuer cette action')));
lib\features\of_order\presentation\pages\of_status_update_page.dart,40,Veuillez vous connecter,UI_VISIBLE,await _announce('Veuillez vous connecter');
lib\features\of_order\presentation\pages\of_status_update_page.dart,45,unknown,KEYS,thState.user?.id ?? 'unknown';
lib\features\of_order\presentation\pages\of_status_update_page.dart,52,Échec de la mise à jour. Réessayez.,UI_VISIBLE,ckBar(content: Text('Échec de la mise à jour. Réessayez.')));
lib\features\of_order\presentation\pages\of_status_update_page.dart,53,Échec de la mise à jour,UI_VISIBLE,await _announce('Échec de la mise à jour');
lib\features\of_order\presentation\pages\of_status_update_page.dart,56,Statut mis à jour: ${status.name},UI_VISIBLE,ckBar(content: Text('Statut mis à jour: ${status.name}')));
lib\features\of_order\presentation\pages\of_status_update_page.dart,57,Statut mis à jour à ${status.name},UI_VISIBLE,await _announce('Statut mis à jour à ${status.name}');
lib\features\of_order\presentation\pages\of_status_update_page.dart,60,Délai dépassé. Réessayez plus tard.,UI_VISIBLE,ckBar(content: Text('Délai dépassé. Réessayez plus tard.')));
lib\features\of_order\presentation\pages\of_status_update_page.dart,61,Délai dépassé,UI_VISIBLE,await _announce('Délai dépassé');
lib\features\of_order\presentation\pages\of_status_update_page.dart,63,Une erreur est survenue,UI_VISIBLE,ckBar(content: Text('Une erreur est survenue')));
lib\features\of_order\presentation\pages\of_status_update_page.dart,64,Une erreur est survenue,UI_VISIBLE,await _announce('Une erreur est survenue');
lib\features\of_order\presentation\pages\of_status_update_page.dart,84,OF ${widget.ofId},UI_VISIBLE,"AppBar(title: Text('OF ${widget.ofId}')),"
lib\features\of_order\presentation\pages\of_status_update_page.dart,92,Opérateur: ${authState.user?.email ?? ,UI_VISIBLE,e.isAuthenticated ? 'Opérateur: ${authState.user?.email ?? 'inconnu'}' : 'Non au
lib\features\of_order\presentation\pages\of_status_update_page.dart,92,},INTERNAL,r?.email ?? 'inconnu'}' : 'Non authentifié'
lib\features\of_order\presentation\pages\of_status_update_page.dart,92,Non authentifié,UI_VISIBLE,"il ?? 'inconnu'}' : 'Non authentifié', style: const TextS"
lib\features\of_order\presentation\pages\of_status_update_page.dart,96,Scanner le QR pour charger l\'OF,UI_VISIBLE,"label: const Text('Scanner le QR pour charger l\'OF'),"
lib\features\of_order\presentation\pages\of_status_update_page.dart,100,Scanné: $scanned,UI_VISIBLE,ckBar(content: Text('Scanné: $scanned')));
lib\features\of_order\presentation\pages\of_status_update_page.dart,107,Étape actuelle: ${_currentStatus!.name},UI_VISIBLE,"Text('Étape actuelle: ${_currentStatus!.name}', style: const TextS"
lib\features\of_order\presentation\pages\of_status_update_page.dart,112,Accuser réception du matériel,UI_VISIBLE,"_statusButton('Accuser réception du matériel', OfOrderStatus.mate"
lib\features\of_order\presentation\pages\of_status_update_page.dart,114,Marquer préparation,UI_VISIBLE,"_statusButton('Marquer préparation', OfOrderStatus.mate"
lib\features\of_order\presentation\pages\of_status_update_page.dart,116,Marquer coupe,UI_VISIBLE,"_statusButton('Marquer coupe', OfOrderStatus.prod"
lib\features\of_order\presentation\pages\of_status_update_page.dart,118,Marquer production,UI_VISIBLE,"_statusButton('Marquer production', OfOrderStatus.prod"
lib\features\of_order\presentation\pages\of_status_update_page.dart,120,Marquer test,UI_VISIBLE,"_statusButton('Marquer test', OfOrderStatus.prod"
lib\features\of_order\presentation\pages\of_status_update_page.dart,122,Contrôle,INTERNAL,"_statusButton('Contrôle', OfOrderStatus.cont"
lib\features\of_order\presentation\pages\of_status_update_page.dart,124,Expédition,INTERNAL,"_statusButton('Expédition', OfOrderStatus.ship"
lib\features\of_order\presentation\pages\of_status_update_page.dart,126,Terminé,INTERNAL,"_statusButton('Terminé', OfOrderStatus.comp"
lib\features\of_order\presentation\pages\of_status_update_page.dart,156,Scanner QR,UI_VISIBLE,"r(title: const Text('Scanner QR')),"
lib\features\of_order\presentation\pages\of_status_update_page.dart,161,Collez/entrez le code QR ici (web fallback),UI_VISIBLE,"const Text('Collez/entrez le code QR ici (web fallback)'),"
lib\features\of_order\presentation\pages\of_status_update_page.dart,163,Code QR,UI_VISIBLE,"coration(labelText: 'Code QR')),"
lib\features\of_order\presentation\pages\of_status_update_page.dart,168,Valider,INTERNAL,", child: const Text('Valider'))"
lib\features\of_order\presentation\pages\of_status_update_page.dart,176,Scanner QR,UI_VISIBLE,"r(title: const Text('Scanner QR')),"
lib\features\of_order\presentation\providers\of_order_providers.dart,73,Errore nel caricamento degli ordini: ${failure.toString()},UI_VISIBLE,"error: 'Errore nel caricamento degli ordini: ${failure.toString()}',"
lib\features\of_order\presentation\providers\of_order_providers.dart,93,Errore nella creazione dell\'ordine: ${failure.toString()},UI_VISIBLE,"error: 'Errore nella creazione dell\'ordine: ${failure.toString()}',"
lib\features\of_order\presentation\providers\of_order_providers.dart,116,Errore nell\'aggiornamento dello stato: ${failure.toString()},UI_VISIBLE,"'Errore nell\'aggiornamento dello stato: ${failure.toString()}',"
lib\features\pdf\pdf_generator.dart,33,ID: ${model.id},UI_VISIBLE,"pw.Text('ID: ${model.id}'),"
lib\features\pdf\pdf_generator.dart,52,Field,INTERNAL,"headers: ['Field', 'Value'],"
lib\features\pdf\pdf_generator.dart,52,Value,INTERNAL,"headers: ['Field', 'Value'],"
lib\features\pdf\pdf_generator.dart,54,ID,INTERNAL,"['ID', model.id],"
lib\features\pdf\pdf_generator.dart,55,Date,INTERNAL,"['Date', model.createdAt.to"
lib\features\pdf\pdf_generator.dart,56,Description,INTERNAL,"['Description', model.description]"
lib\features\pdf\pdf_generator.dart,68,Images,INTERNAL,"hildren.add(pw.Text('Images', style: pw.TextStyl"
lib\features\pdf\pdf_preview_page.dart,13,PDF Preview,UI_VISIBLE,"r(title: const Text('PDF Preview')),"
lib\features\signalement\data\datasources\signalement_firestore_datasource.dart,9,signalements,KEYS,ng collectionPath = 'signalements';
lib\features\signalement\data\datasources\signalement_firestore_datasource.dart,31,status,KEYS,.update({'status': newStatus});
lib\features\signalement\data\models\signalement_dto.dart,5,signalement_dto.freezed.dart,UI_VISIBLE,part 'signalement_dto.freezed.dart';
lib\features\signalement\data\models\signalement_dto.dart,6,signalement_dto.g.dart,UI_VISIBLE,part 'signalement_dto.g.dart';
lib\features\signalement\data\models\signalement_dto.dart,28,id,KEYS,Dto.fromJson(data..['id'] = doc.id);
lib\features\signalement\data\models\signalement_dto.dart,31,id,KEYS,=> toJson()..remove('id');
lib\features\signalement\data\models\signalement_dto.dart,62,qualityIssue,INTERNAL,case 'qualityIssue':
lib\features\signalement\data\models\signalement_dto.dart,64,machineFailure,INTERNAL,case 'machineFailure':
lib\features\signalement\data\models\signalement_dto.dart,66,materialIssue,INTERNAL,case 'materialIssue':
lib\features\signalement\data\models\signalement_dto.dart,68,processIssue,INTERNAL,case 'processIssue':
lib\features\signalement\data\models\signalement_dto.dart,70,other,KEYS,case 'other':
lib\features\signalement\data\models\signalement_dto.dart,73,Invalid SignalementType: $value,UI_VISIBLE,throw ArgumentError('Invalid SignalementType: $value');
lib\features\signalement\data\models\signalement_dto.dart,80,qualityIssue,INTERNAL,return 'qualityIssue';
lib\features\signalement\data\models\signalement_dto.dart,82,machineFailure,INTERNAL,return 'machineFailure';
lib\features\signalement\data\models\signalement_dto.dart,84,materialIssue,INTERNAL,return 'materialIssue';
lib\features\signalement\data\models\signalement_dto.dart,86,processIssue,INTERNAL,return 'processIssue';
lib\features\signalement\data\models\signalement_dto.dart,88,other,KEYS,return 'other';
lib\features\signalement\data\models\signalement_dto.dart,94,low,KEYS,case 'low':
lib\features\signalement\data\models\signalement_dto.dart,96,medium,KEYS,case 'medium':
lib\features\signalement\data\models\signalement_dto.dart,98,high,KEYS,case 'high':
lib\features\signalement\data\models\signalement_dto.dart,100,critical,KEYS,case 'critical':
lib\features\signalement\data\models\signalement_dto.dart,103,Invalid SignalementSeverity: $value,UI_VISIBLE,throw ArgumentError('Invalid SignalementSeverity: $value');
lib\features\signalement\data\models\signalement_dto.dart,110,low,KEYS,return 'low';
lib\features\signalement\data\models\signalement_dto.dart,112,medium,KEYS,return 'medium';
lib\features\signalement\data\models\signalement_dto.dart,114,high,KEYS,return 'high';
lib\features\signalement\data\models\signalement_dto.dart,116,critical,KEYS,return 'critical';
lib\features\signalement\data\models\signalement_dto.dart,122,open,KEYS,case 'open':
lib\features\signalement\data\models\signalement_dto.dart,124,inProgress,INTERNAL,case 'inProgress':
lib\features\signalement\data\models\signalement_dto.dart,126,resolved,KEYS,case 'resolved':
lib\features\signalement\data\models\signalement_dto.dart,128,closed,KEYS,case 'closed':
lib\features\signalement\data\models\signalement_dto.dart,131,Invalid SignalementStatus: $value,UI_VISIBLE,throw ArgumentError('Invalid SignalementStatus: $value');
lib\features\signalement\data\models\signalement_dto.dart,138,open,KEYS,return 'open';
lib\features\signalement\data\models\signalement_dto.dart,140,inProgress,INTERNAL,return 'inProgress';
lib\features\signalement\data\models\signalement_dto.dart,142,resolved,KEYS,return 'resolved';
lib\features\signalement\data\models\signalement_dto.dart,144,closed,KEYS,return 'closed';
lib\features\signalement\data\models\signalement_dto.freezed.dart,6,signalement_dto.dart,UI_VISIBLE,part of 'signalement_dto.dart';
lib\features\signalement\data\models\signalement_dto.freezed.dart,15,It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED],UI_VISIBLE,'It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED]');
lib\features\signalement\data\models\signalement_dto.freezed.dart,69,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\signalement\data\models\signalement_dto.freezed.dart,141,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\signalement\data\models\signalement_dto.freezed.dart,218,"SignalementDto(id: $id, type: $type, severity: $severity, createdBy: $createdBy, createdAt: $createdAt, description: $description, status: $status)",UI_VISIBLE,"return 'SignalementDto(id: $id, type: $type, severity: $severity, createdBy: $createdBy, createdAt: $createdAt, description: $description, status: $status)';"
lib\features\signalement\data\models\signalement_dto.freezed.dart,248,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\signalement\data\models\signalement_dto.g.dart,3,signalement_dto.dart,UI_VISIBLE,part of 'signalement_dto.dart';
lib\features\signalement\data\models\signalement_dto.g.dart,11,id,KEYS,"id: json['id'] as String,"
lib\features\signalement\data\models\signalement_dto.g.dart,12,type,KEYS,"type: json['type'] as String,"
lib\features\signalement\data\models\signalement_dto.g.dart,13,severity,KEYS,"severity: json['severity'] as String,"
lib\features\signalement\data\models\signalement_dto.g.dart,14,createdBy,INTERNAL,"createdBy: json['createdBy'] as String,"
lib\features\signalement\data\models\signalement_dto.g.dart,15,createdAt,INTERNAL,"DateTime.parse(json['createdAt'] as String),"
lib\features\signalement\data\models\signalement_dto.g.dart,16,description,KEYS,"description: json['description'] as String,"
lib\features\signalement\data\models\signalement_dto.g.dart,17,status,KEYS,"status: json['status'] as String,"
lib\features\signalement\data\models\signalement_dto.g.dart,23,id,KEYS,"'id': instance.id,"
lib\features\signalement\data\models\signalement_dto.g.dart,24,type,KEYS,"'type': instance.type,"
lib\features\signalement\data\models\signalement_dto.g.dart,25,severity,KEYS,"'severity': instance.severity,"
lib\features\signalement\data\models\signalement_dto.g.dart,26,createdBy,INTERNAL,'createdBy': instance.createdBy
lib\features\signalement\data\models\signalement_dto.g.dart,27,createdAt,INTERNAL,'createdAt': instance.createdAt
lib\features\signalement\data\models\signalement_dto.g.dart,28,description,KEYS,'description': instance.descripti
lib\features\signalement\data\models\signalement_dto.g.dart,29,status,KEYS,"'status': instance.status,"
lib\features\signalement\domain\entities\signalement.dart,3,signalement.freezed.dart,UI_VISIBLE,part 'signalement.freezed.dart';
lib\features\signalement\domain\entities\signalement.freezed.dart,6,signalement.dart,UI_VISIBLE,part of 'signalement.dart';
lib\features\signalement\domain\entities\signalement.freezed.dart,15,It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED],UI_VISIBLE,'It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED]');
lib\features\signalement\domain\entities\signalement.freezed.dart,62,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\signalement\domain\entities\signalement.freezed.dart,134,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\signalement\domain\entities\signalement.freezed.dart,208,"Signalement(id: $id, type: $type, severity: $severity, createdBy: $createdBy, createdAt: $createdAt, description: $description, status: $status)",UI_VISIBLE,"return 'Signalement(id: $id, type: $type, severity: $severity, createdBy: $createdBy, createdAt: $createdAt, description: $description, status: $status)';"
lib\features\signalement\domain\entities\signalement.freezed.dart,237,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\features\signalement\presentation\pages\signalement_detail_page.dart,24,Type: ${signalement.type.name},UI_VISIBLE,"Text('Type: ${signalement.type.name}'),"
lib\features\signalement\presentation\pages\signalement_detail_page.dart,25,Severity: ${signalement.severity.name},UI_VISIBLE,"Text('Severity: ${signalement.severity.name}'),"
lib\features\signalement\presentation\pages\signalement_detail_page.dart,26,Status: ${signalement.status.name},UI_VISIBLE,"Text('Status: ${signalement.status.name}'),"
lib\features\signalement\presentation\pages\signalement_detail_page.dart,34,Signalement ${signalement.id},UI_VISIBLE,"title: 'Signalement ${signalement.id}',"
lib\features\signalement\presentation\pages\signalement_list_page.dart,27,${l10n.systemStatusLabel}: ${signalement.status.name},UI_VISIBLE,"Text('${l10n.systemStatusLabel}: ${signalement.status.name}'),"
lib\features\signalement\presentation\providers\signalement_providers.dart,20,Failed to load signalements,UI_VISIBLE,"=> throw Exception('Failed to load signalements'),"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,72,12/15,KEYS,"ction_label, value: '12/15', trend: '+8%', colo"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,72,+8%,INTERNAL,"ue: '12/15', trend: '+8%', color: const Color"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,73,3,KEYS,"lerts_label, value: '3', trend: '-2', color"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,73,-2,KEYS,"value: '3', trend: '-2', color: const Color"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,74,18/20,KEYS,"ators_label, value: '18/20', trend: '90%', colo"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,74,90%,INTERNAL,"ue: '18/20', trend: '90%', color: const Color"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,75,2.4h,UI_VISIBLE,"_time_label, value: '2.4h', trend: '-12%', col"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,75,-12%,UI_VISIBLE,"lue: '2.4h', trend: '-12%', color: const Color"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,87,status,KEYS,= null && _filters!['status'] == s.name;
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,93,status,KEYS,"> _filters = sel ? {'status': s.name} : null),"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,128,${l10n.genericError(e.toString())},UI_VISIBLE,ckBar(content: Text('${l10n.genericError(e.toString())}')));
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,143,${l10n.errorLabel}: $e,UI_VISIBLE,"Center(child: Text('${l10n.errorLabel}: $e')),"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,204,zone,KEYS,".isEmpty) ? null : {'zone': v}),"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,212,of_orders,KEYS,instance.collection('of_orders').doc(item.docId);
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,213,priority,KEYS,"batch.update(ref, {'priority': i, 'priorityUpdate"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,213,priorityUpdatedAt,INTERNAL,"ef, {'priority': i, 'priorityUpdatedAt': FieldValue.serverT"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,248,Erreur: $e,UI_VISIBLE,"Center(child: Text('Erreur: $e')),"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,258,of_orders,KEYS,instance.collection('of_orders').doc(orderWithMeta.
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,258,assignedOperator,INTERNAL,"Meta.docId).update({'assignedOperator': selected, 'assigne"
lib\features\supervisor\presentation\pages\supervisor_dashboard_page.dart,258,assignedAt,INTERNAL,"perator': selected, 'assignedAt': FieldValue.serverT"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,19,of_orders,KEYS,irestore.collection('of_orders');
lib\features\supervisor\presentation\providers\active_orders_provider.dart,22,status,KEYS,al status = filters['status'] as String?;
lib\features\supervisor\presentation\providers\active_orders_provider.dart,23,zone,KEYS,inal zone = filters['zone'] as String?;
lib\features\supervisor\presentation\providers\active_orders_provider.dart,24,priority,KEYS,priority = filters['priority'] as int?;
lib\features\supervisor\presentation\providers\active_orders_provider.dart,25,status,KEYS,"query = query.where('status', isEqualTo: status)"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,26,zone,KEYS,"query = query.where('zone', isEqualTo: zone);"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,27,priority,KEYS,"query = query.where('priority', isEqualTo: priorit"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,30,priority,KEYS,"ery = query.orderBy('priority', descending: false)"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,34,status,KEYS,al statusStr = data['status'] as String? ?? '';
lib\features\supervisor\presentation\providers\active_orders_provider.dart,38,client,KEYS,"client: data['client'] as String? ?? '',"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,39,product,KEYS,"product: data['product'] as String? ?? '',"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,40,quantity,KEYS,quantity: (data['quantity'] as num?)?.toInt()
lib\features\supervisor\presentation\providers\active_orders_provider.dart,42,createdAt,INTERNAL,createdAt: (data['createdAt'] as Timestamp?)?.to
lib\features\supervisor\presentation\providers\active_orders_provider.dart,43,description,KEYS,"description: data['description'] as String?,"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,44,updatedAt,INTERNAL,updatedAt: (data['updatedAt'] as Timestamp?)?.to
lib\features\supervisor\presentation\providers\active_orders_provider.dart,49,priority,KEYS,priority: (data['priority'] as num?)?.toInt()
lib\features\supervisor\presentation\providers\active_orders_provider.dart,50,assignedOperator,INTERNAL,"ignedOperator: data['assignedOperator'] as String?,"
lib\features\supervisor\presentation\providers\active_orders_provider.dart,51,zone,KEYS,"zone: data['zone'] as String?,"
lib\features\supervisor\presentation\providers\operators_provider.dart,6,operators,KEYS,instance.collection('operators').snapshots();
lib\features\supervisor\presentation\providers\operators_provider.dart,7,name,KEYS,".id, name: d.data()['name'] as String? ?? d.id"
lib\features\supervisor\presentation\providers\operators_provider.dart,7,skills,KEYS,ring>.from(d.data()['skills'] ?? []))).toList())
lib\features\supervisor\presentation\providers\operators_provider.dart,11,of_orders,KEYS,instance.collection('of_orders').where('assignedOpe
lib\features\supervisor\presentation\providers\operators_provider.dart,11,assignedOperator,INTERNAL,"('of_orders').where('assignedOperator', isEqualTo: operato"
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,50,${order.client} — ${order.product},UI_VISIBLE,"label: '${order.client} — ${order.product}',"
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,83,Temps restant,UI_VISIBLE,"(Icons.access_time, 'Temps restant', _formatTimeRemaini"
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,84,Opérateur,INTERNAL,"etric(Icons.person, 'Opérateur', assignedOperator ?"
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,84,Non assigné,UI_VISIBLE,"assignedOperator ?? 'Non assigné'),"
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,85,Zone,INTERNAL,"(Icons.location_on, 'Zone', zone ?? '—', color"
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,85,—,INTERNAL,"on, 'Zone', zone ?? '—', color: _zoneColor("
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,104,P$priority,INTERNAL,"child: Text('P$priority', style: const TextS"
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,131,Percage,INTERNAL,if (z == 'Percage') return const Color
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,132,Coupe,INTERNAL,if (z == 'Coupe') return const Color
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,137,??h,UI_VISIBLE,(dt == null) return '??h';
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,139,Retard,INTERNAL,.isNegative) return 'Retard';
lib\features\supervisor\presentation\widgets\enhanced_of_card.dart,142,${hours}h ${mins}m,UI_VISIBLE,return '${hours}h ${mins}m';
lib\features\supervisor\presentation\widgets\kpi_card.dart,24,$label: $value${trend != null ? ,UI_VISIBLE,"label: '$label: $value${trend != null ? ', tendance $trend' :"
lib\features\supervisor\presentation\widgets\kpi_card.dart,24, : ,UI_VISIBLE,"? ', tendance $trend' : ''}',"
lib\features\supervisor\presentation\widgets\kpi_card.dart,24,},INTERNAL,"tendance $trend' : ''}',"
lib\l10n\app_localizations.dart,21,l10n/app_localizations.dart,KEYS,/// import 'l10n/app_localizations.dart';
